"","start_station","end_station","volume"
"11680","Health Sciences Drive","38th & Market",54
"11681","Independence Mall, NPS","38th & Market",23
"11682","Moyamensing & Tasker","38th & Market",14
"11683","Municipal Services Building Plaza","38th & Market",26
"11684","Parkside & Belmont, Case Building","38th & Market",40
"11685","ParkWest Town Center","38th & Market",32
"11686","Penn Treaty Park","38th & Market",0
"11687","Pennsylvania & Fairmount Perelman Building","38th & Market",69
"11688","Pennsylvania Convention Center","38th & Market",34
"11689","Philadelphia Museum of Art","38th & Market",297
"11690","Philadelphia Zoo","38th & Market",22
"11691","Point Breeze & Tasker","38th & Market",59
"11692","Race Street Pier","38th & Market",12
"11693","Ridge & Master","38th & Market",3
"11694","Rittenhouse Square","38th & Market",21
"11695","Rodin Museum","38th & Market",117
"11696","Schuylkill Banks Pergola","38th & Market",47
"11697","Spring Garden Station, BSL","38th & Market",68
"11698","Spring Garden Station, MFL","38th & Market",0
"11699","Temple University Station","38th & Market",11
"11700","The Children's Hospital of Philadelphia (CHOP)","38th & Market",268
"11701","The Children's Hospital of Philadelphia, Osler Circle","38th & Market",88
"11702","Thompson & Palmer, Adaire School","38th & Market",5
"11703","University City Station","38th & Market",242
"11704","Welcome Park, NPS","38th & Market",2
"11705","10th & Chestnut","38th & Powelton",30
"11706","10th & Federal","38th & Powelton",6
"11707","11th & Market","38th & Powelton",68
"11708","11th & Pine, Kahn Park","38th & Powelton",24
"11709","11th & Poplar, John F. Street Community Center","38th & Powelton",4
"11710","11th & Reed","38th & Powelton",8
"11711","11th & South","38th & Powelton",32
"11712","11th & Washington","38th & Powelton",24
"11713","12th & Callowhill","38th & Powelton",46
"11714","12th & Chestnut","38th & Powelton",52
"11715","12th & Filbert","38th & Powelton",92
"11716","12th & Normandy","38th & Powelton",0
"11717","12th & Passyunk","38th & Powelton",4
"11718","13th & Locust","38th & Powelton",52
"11719","13th & Montgomery","38th & Powelton",14
"11720","15th & Castle, DiSilvestro Playground","38th & Powelton",4
"11721","15th & Kitty Hawk","38th & Powelton",0
"11722","15th & Market","38th & Powelton",124
"11723","15th & South","38th & Powelton",16
"11724","15th & Spruce","38th & Powelton",224
"11725","16th & Arch","38th & Powelton",2
"11726","16th & Chestnut","38th & Powelton",58
"11727","17th & Girard","38th & Powelton",10
"11728","17th & Green","38th & Powelton",8
"11729","17th & JFK","38th & Powelton",6
"11730","17th & Locust","38th & Powelton",108
"11731","17th & Pine","38th & Powelton",22
"11732","17th & Sansom","38th & Powelton",64
"11733","17th & Spring Garden","38th & Powelton",134
"11734","18th & Chestnut","38th & Powelton",38
"11735","18th & Christian","38th & Powelton",2
"11736","18th & Fernon, Aquinas Center","38th & Powelton",12
"11737","18th & JFK","38th & Powelton",46
"11738","18th & JFK Curbside","38th & Powelton",18
"11739","18th & Washington, Chew Playground","38th & Powelton",16
"11740","19th & Girard, PTTI","38th & Powelton",32
"11741","19th & Lombard","38th & Powelton",38
"11742","19th & Market","38th & Powelton",204
"11743","20th & Fairmount","38th & Powelton",90
"11744","20th & Market","38th & Powelton",182
"11745","20th & Race","38th & Powelton",24
"11746","20th & Sansom","38th & Powelton",272
"11747","21st & Catharine","38th & Powelton",48
"11748","21st & Winter, Franklin Institute","38th & Powelton",22
"11749","22nd & Cecil B. Moore","38th & Powelton",4
"11750","22nd & Federal","38th & Powelton",24
"11751","23rd & Fairmount","38th & Powelton",74
"11752","23rd & Market","38th & Powelton",754
"11753","23rd & South","38th & Powelton",94
"11754","24th & Cecil B. Moore, Cecil B. Moore Library","38th & Powelton",0
"11755","24th & Race SRT","38th & Powelton",28
"11756","24th & Sansom","38th & Powelton",144
"11757","25th & Diamond","38th & Powelton",2
"11758","25th & Locust","38th & Powelton",50
"11759","27th & Girard","38th & Powelton",148
"11760","27th & Master, Athletic Recreation Center","38th & Powelton",8
"11761","27th & South","38th & Powelton",72
"11762","29th & Dauphin","38th & Powelton",2
"11763","29th & Diamond","38th & Powelton",2
"11764","2nd & Fairmount","38th & Powelton",12
"11765","2nd & Germantown","38th & Powelton",0
"11766","2nd & Market","38th & Powelton",26
"11767","2nd & Norris","38th & Powelton",0
"11768","2nd & Race","38th & Powelton",10
"11769","2nd & South","38th & Powelton",4
"11770","30th Street Station East","38th & Powelton",110
"11771","31st & Girard","38th & Powelton",86
"11772","32nd & Baring, Drexel Park","38th & Powelton",316
"11773","33rd & Dauphin","38th & Powelton",22
"11774","33rd & Diamond","38th & Powelton",6
"11775","33rd & Market","38th & Powelton",1512
"11776","33rd & Reservoir","38th & Powelton",22
"11777","34th & Chestnut","38th & Powelton",144
"11778","34th & Mantua","38th & Powelton",112
"11779","34th & Spruce","38th & Powelton",88
"11780","36th & Sansom","38th & Powelton",530
"11781","38th & Market","38th & Powelton",654
"11782","38th & Powelton","38th & Powelton",4328
"11783","38th & Spruce","38th & Powelton",264
"11784","39th & Mt. Vernon, Mantua Haverford Community Center","38th & Powelton",156
"11785","3rd & Girard","38th & Powelton",6
"11786","40th & Baltimore, Trolley Portal","38th & Powelton",80
"11787","40th & Spruce","38th & Powelton",432
"11788","40th Street Station, MFL","38th & Powelton",378
"11789","42nd & Lancaster","38th & Powelton",260
"11790","43rd & Chester, Clark Park","38th & Powelton",232
"11791","44th & Walnut","38th & Powelton",252
"11792","45th & Baltimore","38th & Powelton",104
"11793","46th Street Station, MFL","38th & Powelton",252
"11794","48th & Spruce","38th & Powelton",130
"11795","4th & Bainbridge","38th & Powelton",28
"11796","4th & Christian","38th & Powelton",0
"11797","4th & Walnut, NPS","38th & Powelton",10
"11798","4th & Washington","38th & Powelton",6
"11799","6th & Berks","38th & Powelton",8
"11800","6th & Fairmount","38th & Powelton",6
"11801","6th & Race","38th & Powelton",12
"11802","7th & Fitzwater","38th & Powelton",0
"11803","8th & Market","38th & Powelton",30
"11804","8th & Mifflin, Bok Building","38th & Powelton",2
"11805","9th & Arch","38th & Powelton",40
"11806","9th & Locust","38th & Powelton",30
"11807","9th & Spring Garden","38th & Powelton",10
"11808","Amtrak 30th Street Station","38th & Powelton",976
"11809","Barnes Foundation","38th & Powelton",60
"11810","Berks Station, MFL","38th & Powelton",4
"11811","Broad & Carpenter","38th & Powelton",6
"11812","Broad & Cecil B Moore","38th & Powelton",10
"11813","Broad & Christian","38th & Powelton",30
"11814","Broad & Diamond","38th & Powelton",24
"11815","Broad & Federal","38th & Powelton",30
"11816","Broad & Girard","38th & Powelton",94
"11817","Broad & Oxford","38th & Powelton",36
"11818","Broad & Passyunk","38th & Powelton",34
"11819","Broad & Pattison, BSL","38th & Powelton",0
"11820","Broad & Ritner","38th & Powelton",2
"11821","Corinthian & Poplar","38th & Powelton",64
"11822","Crescent Park","38th & Powelton",0
"11823","Darien & Catharine","38th & Powelton",0
"11824","Del. River Trail & Penn St.","38th & Powelton",2
"11825","Dornsife Center","38th & Powelton",402
"11826","Fairmount & Ridge","38th & Powelton",96
"11827","Foglietta Plaza","38th & Powelton",14
"11828","Frankford & Belgrade","38th & Powelton",6
"11829","Free Library of Philadelphia - Central Library","38th & Powelton",20
"11830","Front & Carpenter","38th & Powelton",14
"11831","Girard & Hutchinson","38th & Powelton",4
"11832","Girard Station, MFL","38th & Powelton",14
"11833","Grays Ferry & Pemberton","38th & Powelton",44
"11834","Health Sciences Drive","38th & Powelton",60
"11835","Independence Mall, NPS","38th & Powelton",16
"11836","Moyamensing & Tasker","38th & Powelton",12
"11837","Municipal Services Building Plaza","38th & Powelton",48
"11838","Parkside & Belmont, Case Building","38th & Powelton",46
"11839","ParkWest Town Center","38th & Powelton",50
"11840","Penn Treaty Park","38th & Powelton",0
"11841","Pennsylvania & Fairmount Perelman Building","38th & Powelton",124
"11842","Pennsylvania Convention Center","38th & Powelton",56
"11843","Philadelphia Museum of Art","38th & Powelton",888
"11844","Philadelphia Zoo","38th & Powelton",38
"11845","Point Breeze & Tasker","38th & Powelton",28
"11846","Race Street Pier","38th & Powelton",8
"11847","Ridge & Master","38th & Powelton",4
"11848","Rittenhouse Square","38th & Powelton",32
"11849","Rodin Museum","38th & Powelton",430
"11850","Schuylkill Banks Pergola","38th & Powelton",84
"11851","Spring Garden Station, BSL","38th & Powelton",128
"11852","Spring Garden Station, MFL","38th & Powelton",12
"11853","Temple University Station","38th & Powelton",8
"11854","The Children's Hospital of Philadelphia (CHOP)","38th & Powelton",196
"11855","The Children's Hospital of Philadelphia, Osler Circle","38th & Powelton",68
"11856","Thompson & Palmer, Adaire School","38th & Powelton",18
"11857","University City Station","38th & Powelton",84
"11858","Welcome Park, NPS","38th & Powelton",6
"11859","10th & Chestnut","38th & Spruce",11
"11860","10th & Federal","38th & Spruce",17
"11861","11th & Market","38th & Spruce",44
"11862","11th & Pine, Kahn Park","38th & Spruce",49
"11863","11th & Poplar, John F. Street Community Center","38th & Spruce",0
"11864","11th & Reed","38th & Spruce",62
"11865","11th & South","38th & Spruce",81
"11866","11th & Washington","38th & Spruce",31
"11867","12th & Callowhill","38th & Spruce",6
"11868","12th & Chestnut","38th & Spruce",27
"11869","12th & Filbert","38th & Spruce",23
"11870","12th & Normandy","38th & Spruce",0
"11871","12th & Passyunk","38th & Spruce",7
"11872","13th & Locust","38th & Spruce",81
"11873","13th & Montgomery","38th & Spruce",8
"11874","15th & Castle, DiSilvestro Playground","38th & Spruce",9
"11875","15th & Kitty Hawk","38th & Spruce",0
"11876","15th & Market","38th & Spruce",47
"11877","15th & South","38th & Spruce",69
"11878","15th & Spruce","38th & Spruce",124
"11879","16th & Arch","38th & Spruce",1
"11880","16th & Chestnut","38th & Spruce",21
"11881","17th & Girard","38th & Spruce",2
"11882","17th & Green","38th & Spruce",6
"11883","17th & JFK","38th & Spruce",4
"11884","17th & Locust","38th & Spruce",107
"11885","17th & Pine","38th & Spruce",182
"11886","17th & Sansom","38th & Spruce",65
"11887","17th & Spring Garden","38th & Spruce",85
"11888","18th & Chestnut","38th & Spruce",16
"11889","18th & Christian","38th & Spruce",7
"11890","18th & Fernon, Aquinas Center","38th & Spruce",20
"11891","18th & JFK","38th & Spruce",63
"11892","18th & JFK Curbside","38th & Spruce",11
"11893","18th & Washington, Chew Playground","38th & Spruce",94
"11894","19th & Girard, PTTI","38th & Spruce",1
"11895","19th & Lombard","38th & Spruce",356
"11896","19th & Market","38th & Spruce",102
"11897","20th & Fairmount","38th & Spruce",38
"11898","20th & Market","38th & Spruce",88
"11899","20th & Race","38th & Spruce",11
"11900","20th & Sansom","38th & Spruce",436
"11901","21st & Catharine","38th & Spruce",275
"11902","21st & Winter, Franklin Institute","38th & Spruce",16
"11903","22nd & Cecil B. Moore","38th & Spruce",1
"11904","22nd & Federal","38th & Spruce",52
"11905","23rd & Fairmount","38th & Spruce",39
"11906","23rd & Market","38th & Spruce",78
"11907","23rd & South","38th & Spruce",400
"11908","24th & Cecil B. Moore, Cecil B. Moore Library","38th & Spruce",0
"11909","24th & Race SRT","38th & Spruce",46
"11910","24th & Sansom","38th & Spruce",144
"11911","25th & Diamond","38th & Spruce",1
"11912","25th & Locust","38th & Spruce",187
"11913","27th & Girard","38th & Spruce",44
"11914","27th & Master, Athletic Recreation Center","38th & Spruce",1
"11915","27th & South","38th & Spruce",349
"11916","29th & Dauphin","38th & Spruce",0
"11917","29th & Diamond","38th & Spruce",0
"11918","2nd & Fairmount","38th & Spruce",1
"11919","2nd & Germantown","38th & Spruce",1
"11920","2nd & Market","38th & Spruce",28
"11921","2nd & Norris","38th & Spruce",0
"11922","2nd & Race","38th & Spruce",7
"11923","2nd & South","38th & Spruce",12
"11924","30th Street Station East","38th & Spruce",31
"11925","31st & Girard","38th & Spruce",35
"11926","32nd & Baring, Drexel Park","38th & Spruce",52
"11927","33rd & Dauphin","38th & Spruce",2
"11928","33rd & Diamond","38th & Spruce",0
"11929","33rd & Market","38th & Spruce",103
"11930","33rd & Reservoir","38th & Spruce",10
"11931","34th & Chestnut","38th & Spruce",64
"11932","34th & Mantua","38th & Spruce",16
"11933","34th & Spruce","38th & Spruce",129
"11934","36th & Sansom","38th & Spruce",211
"11935","38th & Market","38th & Spruce",310
"11936","38th & Powelton","38th & Spruce",408
"11937","38th & Spruce","38th & Spruce",610
"11938","39th & Mt. Vernon, Mantua Haverford Community Center","38th & Spruce",14
"11939","3rd & Girard","38th & Spruce",4
"11940","40th & Baltimore, Trolley Portal","38th & Spruce",258
"11941","40th & Spruce","38th & Spruce",450
"11942","40th Street Station, MFL","38th & Spruce",96
"11943","42nd & Lancaster","38th & Spruce",44
"11944","43rd & Chester, Clark Park","38th & Spruce",389
"11945","44th & Walnut","38th & Spruce",339
"11946","45th & Baltimore","38th & Spruce",135
"11947","46th Street Station, MFL","38th & Spruce",75
"11948","48th & Spruce","38th & Spruce",666
"11949","4th & Bainbridge","38th & Spruce",19
"11950","4th & Christian","38th & Spruce",6
"11951","4th & Walnut, NPS","38th & Spruce",36
"11952","4th & Washington","38th & Spruce",5
"11953","6th & Berks","38th & Spruce",0
"11954","6th & Fairmount","38th & Spruce",2
"11955","6th & Race","38th & Spruce",6
"11956","7th & Fitzwater","38th & Spruce",38
"11957","8th & Market","38th & Spruce",13
"11958","8th & Mifflin, Bok Building","38th & Spruce",2
"11959","9th & Arch","38th & Spruce",17
"11960","9th & Locust","38th & Spruce",65
"11961","9th & Spring Garden","38th & Spruce",4
"11962","Amtrak 30th Street Station","38th & Spruce",275
"11963","Barnes Foundation","38th & Spruce",27
"11964","Berks Station, MFL","38th & Spruce",1
"11965","Broad & Carpenter","38th & Spruce",2
"11966","Broad & Cecil B Moore","38th & Spruce",0
"11967","Broad & Christian","38th & Spruce",118
"11968","Broad & Diamond","38th & Spruce",1
"11969","Broad & Federal","38th & Spruce",21
"11970","Broad & Girard","38th & Spruce",2
"11971","Broad & Oxford","38th & Spruce",11
"11972","Broad & Passyunk","38th & Spruce",10
"11973","Broad & Pattison, BSL","38th & Spruce",1
"11974","Broad & Ritner","38th & Spruce",1
"11975","Corinthian & Poplar","38th & Spruce",0
"11976","Crescent Park","38th & Spruce",1
"11977","Darien & Catharine","38th & Spruce",57
"11978","Del. River Trail & Penn St.","38th & Spruce",2
"11979","Dornsife Center","38th & Spruce",332
"11980","Fairmount & Ridge","38th & Spruce",17
"11981","Foglietta Plaza","38th & Spruce",22
"11982","Frankford & Belgrade","38th & Spruce",2
"11983","Free Library of Philadelphia - Central Library","38th & Spruce",28
"11984","Front & Carpenter","38th & Spruce",6
"11985","Girard & Hutchinson","38th & Spruce",2
"11986","Girard Station, MFL","38th & Spruce",5
"11987","Grays Ferry & Pemberton","38th & Spruce",209
"11988","Health Sciences Drive","38th & Spruce",18
"11989","Independence Mall, NPS","38th & Spruce",6
"11990","Moyamensing & Tasker","38th & Spruce",23
"11991","Municipal Services Building Plaza","38th & Spruce",22
"11992","Parkside & Belmont, Case Building","38th & Spruce",15
"11993","ParkWest Town Center","38th & Spruce",15
"11994","Penn Treaty Park","38th & Spruce",0
"11995","Pennsylvania & Fairmount Perelman Building","38th & Spruce",42
"11996","Pennsylvania Convention Center","38th & Spruce",12
"11997","Philadelphia Museum of Art","38th & Spruce",399
"11998","Philadelphia Zoo","38th & Spruce",9
"11999","Point Breeze & Tasker","38th & Spruce",164
"12000","Race Street Pier","38th & Spruce",10
"12001","Ridge & Master","38th & Spruce",0
"12002","Rittenhouse Square","38th & Spruce",80
"12003","Rodin Museum","38th & Spruce",94
"12004","Schuylkill Banks Pergola","38th & Spruce",41
"12005","Spring Garden Station, BSL","38th & Spruce",78
"12006","Spring Garden Station, MFL","38th & Spruce",2
